CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
120,Female,49.28193311758093,62.286785507540536,70.03149558099193
121,Male,23.929507522134404,70.12940136967065,48.2388038427887
122,Female,38.53782690486895,66.23739576997936,32.89843475428352
123,Female,40.659990051915294,73.68498837386927,68.68627469056186
124,Male,43.07756272572131,72.00347595492504,89.46924810643952
125,Female,25.505333737743737,77.28258463058721,40.230571136532454
126,Female,32.07061317744853,72.92309876455458,73.45971430486253
127,Male,47.38990867365869,64.71183897738703,46.64036461016569
128,Male,36.43371083703145,70.73218730840719,96.05188653444361
129,Male,57.080745401750754,66.31197122962074,13.065830586581562
130,Male,35.22027217578343,68.9268806305349,87.51774417335923
131,Male,45.830570590532695,77.04491373310688,6.10583618044663
132,Male,34.869941557331074,73.55013524359079,67.47102323260033
133,Female,26.905452840443214,69.20427828568502,30.411486335773166
134,Female,30.33333190870368,67.9451305342384,74.61867160514511
135,Male,15.587581116492027,73.13112837150504,1.0
136,Female,25.953262756377377,68.13375940247549,93.09976722120898
137,Female,44.94054154235059,70.31543889041367,2.6898294590580543
138,Male,34.51437970368314,74.24803788620497,82.18250128586851
139,Male,24.99019267507536,78.62124814442679,1.0
140,Female,43.74158739802199,76.43504588889776,65.70747379916665
141,Female,58.24322829982799,65.8348419656076,1.0
142,Male,29.031385639904407,76.21746691612104,86.39016426908837
143,Female,21.603861157806072,76.28813429293031,41.98132720887155
144,Female,32.803134387031506,77.65556114149078,85.56618699640197
145,Male,22.56117671406902,83.46483872660482,9.972979448415881
146,Male,26.753928219460946,68.74704689278103,95.72652102895951
147,Male,46.163709602820575,74.63558629923558,37.62710592495955
148,Female,31.577627340750844,79.36362529117342,65.93171166445514
149,Female,37.197940692362934,71.67362240218424,27.654797127192406
150,Male,34.47114570233603,83.90379619221403,95.30132776308388
151,Male,42.52409548888394,79.47342645080263,20.080303501248807
152,Male,35.89303874152257,81.38633594337361,92.4522675420101
153,Female,38.975951165886926,75.71622535391282,22.371344006469275
154,Female,36.54107627278001,81.25505475986485,92.28058642184854
155,Female,46.838652347545036,82.27388622395615,15.30324663157992
156,Female,32.303789740739646,78.93151208054867,86.54333425332338
157,Male,37.39082356441866,78.93760357079478,1.0
158,Female,32.94821853306917,79.0813729571269,69.74189863537731
159,Male,32.502113204382546,74.54661894104247,1.0
160,Female,26.445168700748926,77.40988527903859,65.88962149415265
161,Female,53.104649713302884,78.38990987019056,34.43455694678343
162,Female,26.82432180639274,80.53357545741397,85.67436102798172
163,Male,25.385409197305492,84.99929698764117,5.4091364684172945
164,Female,28.53583996232684,76.76585567208636,86.8757177805623
165,Male,52.51546761120903,84.49996387872169,33.20147651215971
166,Female,33.29121846573892,90.9258221906359,80.91530137840758
167,Male,44.79471903862273,83.02564708474975,18.722813540623864
168,Female,34.15485289831759,82.71099993083872,89.77667084268231
169,Female,35.53008630702573,87.80922476732478,31.387423366638394
170,Male,31.8777124215937,90.37754076194128,64.50378869988883
171,Male,38.035636913711826,87.04570422224263,1.4149819246796191
172,Male,29.33821660444624,92.31584236174795,74.45615795212476
173,Male,34.63504955897766,90.4271759302661,12.096286496595049
174,Male,32.323182708698255,90.36728026756025,84.80244170809797
175,Female,48.16618727704114,90.21646600529637,14.518747142699544
176,Female,30.51776375316636,97.31061240138433,74.36142011793768
177,Male,62.73727376923131,87.17935324453582,25.689488800097365
178,Male,27.479974840720313,79.98591083173395,78.98359988047545
179,Male,58.64408502167035,99.41701744606857,11.979861325576282
180,Male,35.85747841880763,91.1692022761727,92.90763470271258
181,Female,40.918005225120474,97.43152177737213,12.720624273601
182,Female,32.658147504091566,102.2382027394421,76.74921871787734
183,Male,44.76721830749879,91.5909618357643,12.649768638782962
184,Female,32.318866130179664,92.99341114357544,79.42293582858512
185,Female,42.28626931538484,92.59488825152458,44.71517186104527
186,Male,34.60726797598797,95.8234548398983,100.0
187,Female,54.549703311665716,102.75854642406797,14.587082244565584
188,Male,24.3265929048385,103.09675137125109,61.30029276731846
189,Female,36.895522402263005,104.10509671731421,18.883586946479443
190,Female,40.95278379669375,97.34893646443054,97.88892918799696
191,Female,39.17099716234989,93.75958625346942,13.221005499680775
192,Female,31.461442360152198,103.21741434156152,70.99228897845553
193,Male,31.85043803659204,111.11289586544666,22.570390806504868
194,Female,42.3843328767266,114.83754308686645,77.78592681456587
195,Female,43.67886295386953,122.80781450488509,5.751446345233344
196,Female,32.31581894313252,120.55296572823472,75.6111471483133
197,Female,46.929980384067136,129.04053234150342,23.83529269715671
198,Male,30.81618463142123,126.91684549646027,80.50081030202915
199,Male,31.984634399839788,139.12025882240587,19.933277758566703
200,Male,29.509671304426462,134.18130694852047,68.80030352286298
201,Male,43.0,138.0,90.0
202,Male,68.0,129.0,24.0
203,Male,30.0,119.0,11.0
204,Female,17.0,140.0,62.0
205,Female,18.0,6.0,24.0
206,Male,39.0,156.0,85.0
207,Male,76.0,134.0,44.0
208,Female,18.0,134.0,1.0
209,Female,38.0,73.0,95.0
210,Female,22.0,145.0,51.0
211,Male,75.0,71.0,27.0
212,Female,58.0,13.0,68.0
